Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Tumor Volume (mm3) Change,Initial Tumor Volume (mm3),Tumor Volume % Reduction
b742,Capomulin,Male,7,21,35,39.84757556,0,-5.152424439999997,45.0,-11.449832088888883
b742,Capomulin,Male,7,21,40,38.2556274,0,-6.744372599999998,45.0,-14.987494666666661
b742,Capomulin,Male,7,21,45,38.93963263,0,-6.060367370000002,45.0,-13.467483044444448
b128,Capomulin,Female,9,22,0,45.0,0,0.0,45.0,0.0
b128,Capomulin,Female,9,22,5,45.65133131,0,0.6513313100000033,45.0,1.4474029111111186
b128,Capomulin,Female,9,22,10,43.2708519,0,-1.7291481000000033,45.0,-3.8425513333333403
b128,Capomulin,Female,9,22,15,43.78489343,0,-1.2151065700000032,45.0,-2.7002368222222293
b128,Capomulin,Female,9,22,20,42.731552,0,-2.2684479999999994,45.0,-5.040995555555554
b128,Capomulin,Female,9,22,25,43.26214483,1,-1.7378551700000031,45.0,-3.861900377777785
b128,Capomulin,Female,9,22,30,40.60533486,1,-4.394665140000001,45.0,-9.765922533333335
b128,Capomulin,Female,9,22,35,37.96764437,1,-7.032355629999998,45.0,-15.627456955555552
b128,Capomulin,Female,9,22,40,38.3797259,2,-6.620274100000003,45.0,-14.71172022222223
b128,Capomulin,Female,9,22,45,38.98287774,2,-6.017122260000001,45.0,-13.371382800000001
j246,Capomulin,Female,21,21,0,45.0,0,0.0,45.0,0.0
j246,Capomulin,Female,21,21,5,45.64143788,0,0.641437879999998,45.0,1.4254175111111067
j246,Capomulin,Female,21,21,10,46.4083613,0,1.4083613000000028,45.0,3.129691777777784
j246,Capomulin,Female,21,21,15,43.31265415,0,-1.6873458499999998,45.0,-3.749657444444444
j246,Capomulin,Female,21,21,20,44.02037009,0,-0.9796299099999999,45.0,-2.176955355555555
j246,Capomulin,Female,21,21,25,44.55522595,0,-0.4447740499999995,45.0,-0.9883867777777767
j246,Capomulin,Female,21,21,30,38.04408202,1,-6.955917980000002,45.0,-15.457595511111116
j246,Capomulin,Female,21,21,35,38.75326548,1,-6.246734519999997,45.0,-13.88163226666666
a411,Ramicane,Male,3,22,0,45.0,0,0.0,45.0,0.0
a411,Ramicane,Male,3,22,5,45.46667714,0,0.4666771400000016,45.0,1.0370603111111147
a411,Ramicane,Male,3,22,10,40.75978762,1,-4.240212380000003,45.0,-9.422694177777784
a411,Ramicane,Male,3,22,15,41.48416885,1,-3.515831149999997,45.0,-7.812958111111104
a411,Ramicane,Male,3,22,20,38.08737318,1,-6.91262682,45.0,-15.361392933333335
a411,Ramicane,Male,3,22,25,38.7014384,1,-6.298561599999999,45.0,-13.996803555555553
a411,Ramicane,Male,3,22,30,39.13073724,1,-5.869262759999998,45.0,-13.042806133333329
a411,Ramicane,Male,3,22,35,39.71723589,1,-5.282764110000002,45.0,-11.739475800000005
a411,Ramicane,Male,3,22,40,40.25881765,1,-4.7411823500000025,45.0,-10.535960777777783
a411,Ramicane,Male,3,22,45,38.4076183,1,-6.592381699999997,45.0,-14.649737111111104
j119,Capomulin,Female,7,23,0,45.0,0,0.0,45.0,0.0
j119,Capomulin,Female,7,23,5,45.83899787,0,0.83899787,45.0,1.8644397111111113
j119,Capomulin,Female,7,23,10,46.42536551,0,1.425365509999999,45.0,3.167478911111109
j119,Capomulin,Female,7,23,15,47.32298428,0,2.32298428,45.0,5.162187288888889
j119,Capomulin,Female,7,23,20,48.15820939,1,3.1582093900000032,45.0,7.018243088888896
j119,Capomulin,Female,7,23,25,42.41716589,1,-2.5828341100000003,45.0,-5.739631355555557
j119,Capomulin,Female,7,23,30,43.01368114,1,-1.9863188599999972,45.0,-4.414041911111105
j119,Capomulin,Female,7,23,35,43.76570537,1,-1.2342946300000008,45.0,-2.742876955555557
j119,Capomulin,Female,7,23,40,44.5850896,1,-0.41491039999999657,45.0,-0.9220231111111035
j119,Capomulin,Female,7,23,45,38.1251644,1,-6.874835599999997,45.0,-15.277412444444439
w150,Capomulin,Male,23,23,0,45.0,0,0.0,45.0,0.0
w150,Capomulin,Male,23,23,5,39.20212894,0,-5.7978710599999985,45.0,-12.884157911111108
w150,Capomulin,Male,23,23,10,39.95234669,0,-5.047653310000001,45.0,-11.217007355555559
v923,Capomulin,Female,19,21,0,45.0,0,0.0,45.0,0.0
v923,Capomulin,Female,19,21,5,45.70443431,0,0.7044343100000034,45.0,1.5654095777777857
v923,Capomulin,Female,19,21,10,39.84822328,0,-5.151776720000001,45.0,-11.448392711111113
v923,Capomulin,Female,19,21,15,40.45798877,0,-4.54201123,45.0,-10.093358288888888
v923,Capomulin,Female,19,21,20,39.64829568,0,-5.351704320000003,45.0,-11.892676266666674
v923,Capomulin,Female,19,21,25,40.15641269,1,-4.843587309999997,45.0,-10.763527355555548
v923,Capomulin,Female,19,21,30,40.75221626,2,-4.247783740000003,45.0,-9.439519422222228
v923,Capomulin,Female,19,21,35,41.43924156,2,-3.5607584400000007,45.0,-7.912796533333336
v923,Capomulin,Female,19,21,40,42.1510148,2,-2.8489852000000013,45.0,-6.331078222222225
v923,Capomulin,Female,19,21,45,40.65812366,2,-4.341876339999999,45.0,-9.648614088888886
g316,Capomulin,Female,22,22,0,45.0,0,0.0,45.0,0.0
g316,Capomulin,Female,22,22,5,44.02275246,0,-0.9772475400000005,45.0,-2.171661200000001
g316,Capomulin,Female,22,22,10,44.50204246,0,-0.4979575400000016,45.0,-1.1065723111111145
g316,Capomulin,Female,22,22,15,45.21674299,0,0.2167429900000002,45.0,0.48165108888888936
g316,Capomulin,Female,22,22,20,45.93332219,1,0.9333221899999984,45.0,2.0740493111111076
g316,Capomulin,Female,22,22,25,46.80922469,1,1.8092246900000006,45.0,4.020499311111113
g316,Capomulin,Female,22,22,30,44.22147988,2,-0.7785201200000031,45.0,-1.730044711111118
g316,Capomulin,Female,22,22,35,44.70283296,2,-0.29716703999999794,45.0,-0.6603711999999954
g316,Capomulin,Female,22,22,40,45.56582103,2,0.5658210300000022,45.0,1.2573800666666715
g316,Capomulin,Female,22,22,45,40.1592203,2,-4.840779699999999,45.0,-10.75728822222222
s710,Capomulin,Female,1,23,0,45.0,0,0.0,45.0,0.0
s710,Capomulin,Female,1,23,5,43.1809774,0,-1.8190225999999967,45.0,-4.042272444444437
s710,Capomulin,Female,1,23,10,43.68802627,0,-1.3119737299999983,45.0,-2.915497177777774
s710,Capomulin,Female,1,23,15,41.84523536,0,-3.1547646400000033,45.0,-7.010588088888896
s710,Capomulin,Female,1,23,20,42.62996266,1,-2.370037340000003,45.0,-5.2667496444444515
s710,Capomulin,Female,1,23,25,43.06040875,1,-1.9395912499999994,45.0,-4.310202777777777
s710,Capomulin,Female,1,23,30,43.57170323,1,-1.4282967700000029,45.0,-3.1739928222222282
s710,Capomulin,Female,1,23,35,44.16051879,1,-0.8394812100000024,45.0,-1.8655138000000053
s710,Capomulin,Female,1,23,40,40.17192011,1,-4.828079889999998,45.0,-10.729066422222218
s710,Capomulin,Female,1,23,45,40.72857787,1,-4.271422129999998,45.0,-9.492049177777773
l509,Capomulin,Male,17,21,0,45.0,0,0.0,45.0,0.0
l509,Capomulin,Male,17,21,5,45.85119285,0,0.8511928499999968,45.0,1.8915396666666595
l509,Capomulin,Male,17,21,10,46.75907363,0,1.7590736300000032,45.0,3.9090525111111183
l509,Capomulin,Male,17,21,15,47.48859931,1,2.488599309999998,45.0,5.5302206888888845
l509,Capomulin,Male,17,21,20,48.07045162,2,3.07045162,45.0,6.823225822222222
l509,Capomulin,Male,17,21,25,44.00625702,2,-0.9937429800000004,45.0,-2.208317733333334
l509,Capomulin,Male,17,21,30,44.70805473,2,-0.29194526999999937,45.0,-0.6487672666666653
l509,Capomulin,Male,17,21,35,40.2072885,2,-4.792711500000003,45.0,-10.650470000000006
l509,Capomulin,Male,17,21,40,40.77081259,2,-4.2291874100000015,45.0,-9.398194244444449
l509,Capomulin,Male,17,21,45,41.48300765,3,-3.5169923500000024,45.0,-7.815538555555561
r944,Capomulin,Male,12,25,0,45.0,0,0.0,45.0,0.0
r944,Capomulin,Male,12,25,5,45.73714484,0,0.7371448399999991,45.0,1.6380996444444424
r944,Capomulin,Male,12,25,10,46.54429202,0,1.5442920200000003,45.0,3.431760044444445
r944,Capomulin,Male,12,25,15,47.37342325,0,2.373423250000002,45.0,5.274273888888893
r944,Capomulin,Male,12,25,20,43.22567119,1,-1.77432881,45.0,-3.942952911111111
r944,Capomulin,Male,12,25,25,41.08699106,1,-3.9130089399999974,45.0,-8.695575422222216
r944,Capomulin,Male,12,25,30,41.68079111,1,-3.3192088899999987,45.0,-7.376019755555554
r944,Capomulin,Male,12,25,35,40.40176542,2,-4.598234580000003,45.0,-10.218299066666674
r944,Capomulin,Male,12,25,40,41.0420449,2,-3.9579550999999995,45.0,-8.795455777777777
r944,Capomulin,Male,12,25,45,41.58152074,2,-3.418479259999998,45.0,-7.596620577777774
e662,Ramicane,Male,8,24,0,45.0,0,0.0,45.0,0.0
e662,Ramicane,Male,8,24,5,45.81628252,0,0.8162825200000015,45.0,1.8139611555555588
e662,Ramicane,Male,8,24,10,46.40908385,0,1.4090838500000018,45.0,3.1312974444444484
e662,Ramicane,Male,8,24,15,43.55377339,0,-1.4462266099999965,45.0,-3.2138369111111036
e662,Ramicane,Male,8,24,20,44.0012958,0,-0.9987041999999988,45.0,-2.2193426666666642
e662,Ramicane,Male,8,24,25,44.66459432,1,-0.3354056800000009,45.0,-0.7453459555555576
e662,Ramicane,Male,8,24,30,45.35023242,1,0.35023241999999755,45.0,0.7782942666666612
e662,Ramicane,Male,8,24,35,43.22027636,1,-1.7797236400000003,45.0,-3.9549414222222232
e662,Ramicane,Male,8,24,40,44.00672385,2,-0.9932761499999998,45.0,-2.207280333333333
e662,Ramicane,Male,8,24,45,40.65900627,2,-4.340993730000001,45.0,-9.646652733333335
u196,Ramicane,Male,18,25,0,45.0,0,0.0,45.0,0.0
u196,Ramicane,Male,18,25,5,45.55746444,1,0.5574644399999968,45.0,1.2388098666666596
u196,Ramicane,Male,18,25,10,46.42294306,1,1.4229430600000015,45.0,3.162095688888892
u196,Ramicane,Male,18,25,15,47.22717065,1,2.227170649999998,45.0,4.949268111111106
u196,Ramicane,Male,18,25,20,46.10536303,1,1.1053630299999995,45.0,2.4563622888888874
u196,Ramicane,Male,18,25,25,46.7053254,1,1.7053253999999995,45.0,3.789611999999999
u196,Ramicane,Male,18,25,30,47.62281636,2,2.6228163600000016,45.0,5.828480800000004
u196,Ramicane,Male,18,25,35,47.00146542,2,2.0014654200000024,45.0,4.447700933333339
u196,Ramicane,Male,18,25,40,43.45368679,2,-1.546313210000001,45.0,-3.43625157777778
u196,Ramicane,Male,18,25,45,40.66771292,3,-4.33228708,45.0,-9.627304622222223
q597,Ramicane,Male,20,25,0,45.0,0,0.0,45.0,0.0
q597,Ramicane,Male,20,25,5,45.76611104,0,0.7661110399999984,45.0,1.7024689777777744
q597,Ramicane,Male,20,25,10,42.53798598,0,-2.462014019999998,45.0,-5.4711422666666625
q597,Ramicane,Male,20,25,15,41.39566036,0,-3.604339639999999,45.0,-8.009643644444443
q597,Ramicane,Male,20,25,20,41.9255866,0,-3.0744133999999974,45.0,-6.832029777777772
q597,Ramicane,Male,20,25,25,42.57570709,1,-2.4242929099999984,45.0,-5.387317577777774
q597,Ramicane,Male,20,25,30,43.33916123,1,-1.660838769999998,45.0,-3.690752822222218
q597,Ramicane,Male,20,25,35,43.80720142,1,-1.1927985800000016,45.0,-2.6506635111111145
q597,Ramicane,Male,20,25,40,44.47182121,2,-0.5281787899999983,45.0,-1.1737306444444409
q597,Ramicane,Male,20,25,45,45.22086888,2,0.2208688799999976,45.0,0.49081973333332796
a444,Ramicane,Female,10,25,0,45.0,0,0.0,45.0,0.0
a444,Ramicane,Female,10,25,5,44.00597487,0,-0.9940251299999971,45.0,-2.2089447333333267
a444,Ramicane,Female,10,25,10,44.51255951,0,-0.48744048999999734,45.0,-1.083201088888883
a444,Ramicane,Female,10,25,15,43.00127957,0,-1.9987204299999988,45.0,-4.441600955555553
a444,Ramicane,Female,10,25,20,41.71461874,0,-3.285381260000001,45.0,-7.300847244444447
a444,Ramicane,Female,10,25,25,42.29139437,0,-2.708605630000001,45.0,-6.019123622222224
a444,Ramicane,Female,10,25,30,42.78627835,0,-2.2137216499999965,45.0,-4.919381444444436
a444,Ramicane,Female,10,25,35,41.73595083,0,-3.26404917,45.0,-7.2534426
a444,Ramicane,Female,10,25,40,42.50492554,0,-2.495074459999998,45.0,-5.544609911111106
a444,Ramicane,Female,10,25,45,43.0475426,0,-1.9524574000000001,45.0,-4.338794222222223
i557,Capomulin,Female,1,24,0,45.0,0,0.0,45.0,0.0
i557,Capomulin,Female,1,24,5,42.2616653,0,-2.738334700000003,45.0,-6.085188222222229
i557,Capomulin,Female,1,24,10,42.99207658,0,-2.0079234199999973,45.0,-4.462052044444439
i557,Capomulin,Female,1,24,15,43.5298757,0,-1.470124300000002,45.0,-3.2669428888888934
i557,Capomulin,Female,1,24,20,43.96789516,0,-1.0321048400000024,45.0,-2.293566311111116
i557,Capomulin,Female,1,24,25,44.59621854,0,-0.4037814599999976,45.0,-0.8972921333333279
i557,Capomulin,Female,1,24,30,45.26138381,0,0.2613838099999981,45.0,0.5808529111111069
i557,Capomulin,Female,1,24,35,45.94194901,0,0.9419490100000019,45.0,2.0932200222222264
i557,Capomulin,Female,1,24,40,46.82106972,1,1.821069719999997,45.0,4.046821599999993
i557,Capomulin,Female,1,24,45,47.68596303,1,2.6859630300000035,45.0,5.968806733333341
r921,Ramicane,Female,5,25,0,45.0,0,0.0,45.0,0.0
r921,Ramicane,Female,5,25,5,45.56821083,0,0.5682108299999982,45.0,1.2626907333333293
r921,Ramicane,Female,5,25,10,42.71192694,0,-2.288073060000002,45.0,-5.084606800000005
r921,Ramicane,Female,5,25,15,43.52726054,0,-1.4727394599999997,45.0,-3.272754355555555
r921,Ramicane,Female,5,25,20,44.13631588,0,-0.863684120000002,45.0,-1.919298044444449
r921,Ramicane,Female,5,25,25,42.65534089,1,-2.344659110000002,45.0,-5.2103535777777825
r921,Ramicane,Female,5,25,30,43.41938077,1,-1.5806192300000035,45.0,-3.512487177777786
w678,Ramicane,Female,5,24,0,45.0,0,0.0,45.0,0.0
w678,Ramicane,Female,5,24,5,43.16637266,0,-1.8336273399999996,45.0,-4.074727422222221
y449,Ramicane,Male,19,24,0,45.0,0,0.0,45.0,0.0
y449,Ramicane,Male,19,24,5,45.87754494,0,0.8775449399999999,45.0,1.9500998666666665
y449,Ramicane,Male,19,24,10,46.37809248,0,1.3780924799999994,45.0,3.0624277333333323
y449,Ramicane,Male,19,24,15,44.18345092,0,-0.8165490800000015,45.0,-1.8145535111111146
a203,Infubinol,Female,20,23,0,45.0,0,0.0,45.0,0.0
a203,Infubinol,Female,20,23,5,48.5084684,0,3.508468399999998,45.0,7.7965964444444396
a203,Infubinol,Female,20,23,10,51.8524372,1,6.852437199999997,45.0,15.227638222222215
a203,Infubinol,Female,20,23,15,52.7778705,1,7.777870499999999,45.0,17.284156666666664
a203,Infubinol,Female,20,23,20,55.17333648,1,10.173336480000003,45.0,22.607414400000007
a203,Infubinol,Female,20,23,25,56.79320832,1,11.793208319999998,45.0,26.207129599999995
a203,Infubinol,Female,20,23,30,59.52319728,1,14.523197279999998,45.0,32.27377173333333
a203,Infubinol,Female,20,23,35,61.93165007,2,16.931650070000003,45.0,37.62588904444445
a203,Infubinol,Female,20,23,40,63.59349002,2,18.593490019999997,45.0,41.318866711111106
a203,Infubinol,Female,20,23,45,67.97341878,2,22.973418780000003,45.0,51.05204173333334
a251,Infubinol,Female,21,25,0,45.0,0,0.0,45.0,0.0
a251,Infubinol,Female,21,25,5,46.98212719,0,1.98212719,45.0,4.4047270888888885
a251,Infubinol,Female,21,25,10,48.59117901,1,3.5911790099999976,45.0,7.980397799999994
a251,Infubinol,Female,21,25,15,50.53445603,1,5.534456030000001,45.0,12.298791177777781
a251,Infubinol,Female,21,25,20,54.46259376,1,9.462593759999997,45.0,21.027986133333325
a251,Infubinol,Female,21,25,25,57.4146457,1,12.414645700000001,45.0,27.58810155555556
a251,Infubinol,Female,21,25,30,59.86124129,1,14.861241290000002,45.0,33.024980644444454
a251,Infubinol,Female,21,25,35,60.90388455,1,15.90388455,45.0,35.34196566666667
a251,Infubinol,Female,21,25,40,63.09507565,1,18.09507565,45.0,40.21127922222222
a251,Infubinol,Female,21,25,45,65.52574285,1,20.52574285,45.0,45.61276188888889
a262,Placebo,Female,17,29,0,45.0,0,0.0,45.0,0.0
a262,Placebo,Female,17,29,5,48.71756819,1,3.7175681900000015,45.0,8.261262644444448
a262,Placebo,Female,17,29,10,49.59518129,1,4.595181289999999,45.0,10.211513977777777
a262,Placebo,Female,17,29,15,53.82797367,2,8.827973669999999,45.0,19.617719266666665
a262,Placebo,Female,17,29,20,57.01331331,2,12.013313310000001,45.0,26.696251800000002
a262,Placebo,Female,17,29,25,60.13186217,2,15.131862169999998,45.0,33.62636037777777
a262,Placebo,Female,17,29,30,64.95809178,3,19.958091780000004,45.0,44.35131506666667
a262,Placebo,Female,17,29,35,66.56196302,4,21.561963019999993,45.0,47.915473377777765
a262,Placebo,Female,17,29,40,69.59273198,4,24.592731979999996,45.0,54.65051551111111
a262,Placebo,Female,17,29,45,70.71762058,4,25.717620580000002,45.0,57.150267955555556
a275,Ceftamin,Female,20,28,0,45.0,0,0.0,45.0,0.0
a275,Ceftamin,Female,20,28,5,46.79525728,0,1.7952572800000013,45.0,3.9894606222222255
a275,Ceftamin,Female,20,28,10,47.37134328,0,2.371343279999998,45.0,5.269651733333328
a275,Ceftamin,Female,20,28,15,49.73440359,0,4.734403589999999,45.0,10.520896866666666
a275,Ceftamin,Female,20,28,20,50.51343652,1,5.513436519999999,45.0,12.252081155555555
a275,Ceftamin,Female,20,28,25,53.57606417,1,8.576064170000002,45.0,19.057920377777783
a275,Ceftamin,Female,20,28,30,54.44471317,2,9.44471317,45.0,20.98825148888889
a275,Ceftamin,Female,20,28,35,56.35353804,2,11.353538039999997,45.0,25.230084533333326
a275,Ceftamin,Female,20,28,40,60.92153868,3,15.921538679999998,45.0,35.38119706666666
a275,Ceftamin,Female,20,28,45,62.99935619,3,17.99935619,45.0,39.99856931111111
a366,Stelasyn,Female,16,29,0,45.0,0,0.0,45.0,0.0
a366,Stelasyn,Female,16,29,5,48.95136773,0,3.951367730000001,45.0,8.78081717777778
a366,Stelasyn,Female,16,29,10,53.52399007,0,8.523990070000004,45.0,18.942200155555565
a366,Stelasyn,Female,16,29,15,55.26558163,0,10.26558163,45.0,22.81240362222222
a366,Stelasyn,Female,16,29,20,57.28598742,0,12.285987419999998,45.0,27.302194266666664
a366,Stelasyn,Female,16,29,25,59.01172817,0,14.011728169999998,45.0,31.137173711111103
a366,Stelasyn,Female,16,29,30,63.44068627,1,18.44068627,45.0,40.97930282222222
a401,Zoniferol,Female,8,25,0,45.0,0,0.0,45.0,0.0
a401,Zoniferol,Female,8,25,5,46.11198591,0,1.1119859100000014,45.0,2.471079800000003
a401,Zoniferol,Female,8,25,10,47.7259374,1,2.7259373999999994,45.0,6.057638666666666
a401,Zoniferol,Female,8,25,15,49.93472542,1,4.9347254199999995,45.0,10.966056488888889
a401,Zoniferol,Female,8,25,20,52.20451136,2,7.204511359999998,45.0,16.01002524444444
a401,Zoniferol,Female,8,25,25,54.20983551,3,9.209835509999998,45.0,20.466301133333328
a401,Zoniferol,Female,8,25,30,55.91016159,3,10.910161590000001,45.0,24.244803533333336
a401,Zoniferol,Female,8,25,35,60.34714467,3,15.347144669999999,45.0,34.10476593333333
a401,Zoniferol,Female,8,25,40,61.76860538,4,16.768605379999997,45.0,37.263567511111106
a401,Zoniferol,Female,8,25,45,66.79415599,4,21.794155989999993,45.0,48.43145775555554
a457,Ketapril,Female,11,30,0,45.0,0,0.0,45.0,0.0
a457,Ketapril,Female,11,30,5,47.462891,0,2.462890999999999,45.0,5.473091111111109
a457,Ketapril,Female,11,30,10,49.78341894,0,4.783418939999997,45.0,10.629819866666661
a492,Stelasyn,Male,20,25,0,45.0,0,0.0,45.0,0.0
a492,Stelasyn,Male,20,25,5,46.40914339,0,1.409143389999997,45.0,3.131429755555549
a492,Stelasyn,Male,20,25,10,48.43219661,0,3.4321966099999983,45.0,7.627103577777775
a492,Stelasyn,Male,20,25,15,51.9852629,0,6.985262900000002,45.0,15.522806444444448
a492,Stelasyn,Male,20,25,20,53.67719253,0,8.67719253,45.0,19.282650066666665
a492,Stelasyn,Male,20,25,25,54.70122868,1,9.70122868,45.0,21.558285955555554
a492,Stelasyn,Male,20,25,30,56.20104104,1,11.20104104,45.0,24.891202311111112
a492,Stelasyn,Male,20,25,35,57.30855379,1,12.308553789999998,45.0,27.35234175555555
a492,Stelasyn,Male,20,25,40,57.92849897,1,12.92849897,45.0,28.72999771111111
a492,Stelasyn,Male,20,25,45,60.12201052,1,15.122010520000003,45.0,33.604467822222226
a577,Infubinol,Female,6,25,0,45.0,0,0.0,45.0,0.0
a577,Infubinol,Female,6,25,5,46.1977199,1,1.1977199000000027,45.0,2.661599777777784
a577,Infubinol,Female,6,25,10,49.5096389,1,4.509638899999999,45.0,10.021419777777774
a577,Infubinol,Female,6,25,15,50.91500662,2,5.91500662,45.0,13.144459155555555
a577,Infubinol,Female,6,25,20,52.36518457,2,7.365184569999997,45.0,16.367076822222216
a577,Infubinol,Female,6,25,25,54.38093154,2,9.380931539999999,45.0,20.84651453333333
a577,Infubinol,Female,6,25,30,57.03186187,2,12.03186187,45.0,26.73747082222222
a685,Infubinol,Male,8,30,0,45.0,0,0.0,45.0,0.0
a685,Infubinol,Male,8,30,5,46.87048256,0,1.8704825599999992,45.0,4.1566279111111095
a685,Infubinol,Male,8,30,10,47.66475264,0,2.6647526400000032,45.0,5.921672533333341
a685,Infubinol,Male,8,30,15,48.95147442,0,3.9514744199999967,45.0,8.78105426666666
a685,Infubinol,Male,8,30,20,49.49055902,0,4.490559019999999,45.0,9.979020044444443
a685,Infubinol,Male,8,30,25,51.93995092,0,6.939950920000001,45.0,15.422113155555559
a685,Infubinol,Male,8,30,30,55.45385519,1,10.453855189999999,45.0,23.230789311111106
a685,Infubinol,Male,8,30,35,58.09262925,1,13.092629250000002,45.0,29.094731666666668
a685,Infubinol,Male,8,30,40,60.56790371,2,15.567903710000003,45.0,34.59534157777778
a685,Infubinol,Male,8,30,45,66.08306589,3,21.08306589,45.0,46.85125753333333
a699,Propriva,Female,5,28,0,45.0,0,0.0,45.0,0.0
a699,Propriva,Female,5,28,5,46.55308986,0,1.55308986,45.0,3.4513108
a699,Propriva,Female,5,28,10,47.86737569,0,2.867375690000003,45.0,6.371945977777785
a699,Propriva,Female,5,28,15,49.53040137,0,4.53040137,45.0,10.0675586
a699,Propriva,Female,5,28,20,50.71242334,0,5.712423340000001,45.0,12.694274088888891
a699,Propriva,Female,5,28,25,51.84638147,0,6.846381469999997,45.0,15.21418104444444
a699,Propriva,Female,5,28,30,54.37934505,0,9.379345049999998,45.0,20.842988999999996
a699,Propriva,Female,5,28,35,56.51068234,1,11.510682340000002,45.0,25.579294088888894
a699,Propriva,Female,5,28,40,58.60544816,1,13.605448160000002,45.0,30.234329244444446
a699,Propriva,Female,5,28,45,62.19141437,1,17.191414369999997,45.0,38.20314304444444
a788,Zoniferol,Male,5,30,0,45.0,0,0.0,45.0,0.0
a788,Zoniferol,Male,5,30,5,47.00658024,0,2.006580239999998,45.0,4.459067199999995
a788,Zoniferol,Male,5,30,10,50.15972132,1,5.159721320000003,45.0,11.466047377777784
a788,Zoniferol,Male,5,30,15,52.53994926,1,7.53994926,45.0,16.7554428
a788,Zoniferol,Male,5,30,20,54.06098332,1,9.060983319999998,45.0,20.135518488888884
a788,Zoniferol,Male,5,30,25,56.7702803,1,11.770280300000003,45.0,26.15617844444445
a788,Zoniferol,Male,5,30,30,60.41370908,1,15.413709079999997,45.0,34.25268684444443
a818,Naftisol,Female,12,28,0,45.0,0,0.0,45.0,0.0
a818,Naftisol,Female,12,28,5,45.69670864,0,0.6967086399999971,45.0,1.5482414222222158
a818,Naftisol,Female,12,28,10,49.79091948,0,4.7909194799999995,45.0,10.646487733333332
a818,Naftisol,Female,12,28,15,51.22756565,0,6.2275656500000025,45.0,13.839034777777783
a818,Naftisol,Female,12,28,20,54.8346245,0,9.834624499999997,45.0,21.854721111111104
a818,Naftisol,Female,12,28,25,56.96627332,0,11.966273319999999,45.0,26.591718488888887
a818,Naftisol,Female,12,28,30,60.07237198,0,15.07237198,45.0,33.49415995555555
a818,Naftisol,Female,12,28,35,63.29854586,0,18.298545859999997,45.0,40.66343524444444
a818,Naftisol,Female,12,28,40,69.27381374,1,24.273813739999994,45.0,53.941808311111096
a818,Naftisol,Female,12,28,45,74.99776443,2,29.997764430000004,45.0,66.66169873333334
a897,Placebo,Male,7,28,0,45.0,0,0.0,45.0,0.0
a897,Placebo,Male,7,28,5,45.69112405,1,0.6911240499999991,45.0,1.5358312222222201
a897,Placebo,Male,7,28,10,47.97292708,1,2.972927079999998,45.0,6.606504622222217
a897,Placebo,Male,7,28,15,52.34308525,2,7.3430852500000015,45.0,16.317967222222226
a897,Placebo,Male,7,28,20,54.59570541,3,9.59570541,45.0,21.3237898
a897,Placebo,Male,7,28,25,56.41331977,3,11.413319770000001,45.0,25.362932822222223
a897,Placebo,Male,7,28,30,59.91693443,3,14.916934429999998,45.0,33.148743177777774
a897,Placebo,Male,7,28,35,64.0528731,3,19.0528731,45.0,42.339718
a897,Placebo,Male,7,28,40,67.21174279,4,22.211742790000002,45.0,49.35942842222223
a897,Placebo,Male,7,28,45,72.25596306,4,27.25596306,45.0,60.5688068
a963,Stelasyn,Female,23,27,0,45.0,0,0.0,45.0,0.0
a963,Stelasyn,Female,23,27,5,46.23350581,0,1.233505809999997,45.0,2.7411240222222153
a963,Stelasyn,Female,23,27,10,47.15052201,0,2.150522010000003,45.0,4.778937800000007
a963,Stelasyn,Female,23,27,15,47.83685218,0,2.836852180000001,45.0,6.304115955555558
a963,Stelasyn,Female,23,27,20,51.46373448,0,6.463734479999999,45.0,14.363854399999997
a963,Stelasyn,Female,23,27,25,52.12980374,0,7.12980374,45.0,15.84400831111111
a963,Stelasyn,Female,23,27,30,53.40166738,1,8.40166738,45.0,18.670371955555552
a963,Stelasyn,Female,23,27,35,56.81397646,1,11.81397646,45.0,26.253281022222218
a963,Stelasyn,Female,23,27,40,58.46378685,1,13.463786849999998,45.0,29.91952633333333
a963,Stelasyn,Female,23,27,45,62.76509317,1,17.76509317,45.0,39.477984822222226
b313,Zoniferol,Male,12,27,0,45.0,0,0.0,45.0,0.0
b313,Zoniferol,Male,12,27,5,47.15443254,0,2.154432540000002,45.0,4.7876278666666705
b313,Zoniferol,Male,12,27,10,48.31937218,1,3.319372180000002,45.0,7.376382622222227
b313,Zoniferol,Male,12,27,15,49.18838735,1,4.188387349999999,45.0,9.307527444444442
b313,Zoniferol,Male,12,27,20,53.9796797,1,8.979679699999998,45.0,19.954843777777775
b313,Zoniferol,Male,12,27,25,55.74514628,1,10.74514628,45.0,23.878102844444445
b447,Ceftamin,Male,2,30,0,45.0,0,0.0,45.0,0.0
b487,Ceftamin,Female,6,28,0,45.0,0,0.0,45.0,0.0
b487,Ceftamin,Female,6,28,5,46.21397739,0,1.2139773899999966,45.0,2.697727533333326
b487,Ceftamin,Female,6,28,10,47.6643871,0,2.664387099999999,45.0,5.9208602222222195
b487,Ceftamin,Female,6,28,15,51.68325586,0,6.683255860000003,45.0,14.851679688888893
b487,Ceftamin,Female,6,28,20,53.42766344,0,8.427663440000003,45.0,18.728140977777784
